course_id,date,day_of_week,registered_strength,attended_count,is_exam_week,weather_flag
CE110,2026-01-12,0,94,76,0,clear
CE110,2026-01-13,1,94,55,0,rain
CE110,2026-01-14,2,94,57,0,extreme
CE110,2026-01-15,3,94,37,0,clear
CE110,2026-01-16,4,94,61,0,rain
CE110,2026-01-17,5,94,61,0,clear
CE110,2026-01-18,6,94,62,0,rain
CE110,2026-01-19,0,94,63,0,rain
CE110,2026-01-20,1,94,81,0,clear
CE110,2026-01-21,2,94,54,0,rain
CE110,2026-01-22,3,94,82,0,clear
CE110,2026-01-23,4,94,80,0,rain
CE110,2026-01-24,5,94,80,0,clear
CE110,2026-01-25,6,94,73,0,clear
CE110,2026-01-26,0,94,48,0,rain
CE110,2026-01-27,1,94,52,0,clear
CE110,2026-01-28,2,94,75,0,clear
CE110,2026-01-29,3,94,53,0,extreme
CE110,2026-01-30,4,94,72,0,rain
EE111,2026-01-01,3,67,50,0,rain
EE111,2026-01-02,4,67,42,0,rain
EE111,2026-01-03,5,67,51,0,rain
EE111,2026-01-04,6,67,59,0,clear
EE111,2026-01-05,0,67,46,0,extreme
EE111,2026-01-06,1,67,36,0,clear
EE111,2026-01-07,2,67,32,0,rain
EE111,2026-01-08,3,67,29,0,extreme
EE111,2026-01-09,4,67,22,0,clear
EE111,2026-01-10,5,67,41,0,clear
EE111,2026-01-11,6,67,58,0,rain
EE111,2026-01-12,0,67,47,0,clear
EE111,2026-01-13,1,67,61,0,clear
EE111,2026-01-14,2,67,48,0,rain
EE111,2026-01-15,3,67,49,0,rain
EE111,2026-01-16,4,67,60,0,clear
EE111,2026-01-17,5,67,52,0,rain
EE111,2026-01-18,6,67,49,0,clear
EE111,2026-01-19,0,67,45,0,clear
EE111,2026-01-20,1,67,60,0,clear
EE111,2026-01-21,2,67,53,0,rain
EE111,2026-01-22,3,67,31,0,extreme
EE111,2026-01-23,4,67,52,0,clear
EE111,2026-01-24,5,67,38,0,rain
EE111,2026-01-25,6,67,31,0,extreme
EE111,2026-01-26,0,67,44,0,clear
EE111,2026-01-27,1,67,63,0,rain
EE111,2026-01-28,2,67,43,0,clear
EE111,2026-01-29,3,67,39,0,clear
EE111,2026-01-30,4,67,34,0,clear
MCA112,2026-01-01,3,93,48,0,extreme
MCA112,2026-01-02,4,93,68,0,clear
MCA112,2026-01-03,5,93,58,0,rain
MCA112,2026-01-04,6,93,54,0,rain
MCA112,2026-01-05,0,93,68,0,clear
MCA112,2026-01-06,1,93,71,0,clear
MCA112,2026-01-07,2,93,69,0,clear
MCA112,2026-01-08,3,93,70,0,rain
MCA112,2026-01-09,4,93,74,0,clear
MCA112,2026-01-10,5,93,47,0,clear
MCA112,2026-01-11,6,93,33,0,clear
MCA112,2026-01-12,0,93,63,0,clear
MCA112,2026-01-13,1,93,77,0,rain
MCA112,2026-01-14,2,93,81,0,clear
MCA112,2026-01-15,3,93,43,0,clear
MCA112,2026-01-16,4,93,70,0,clear
MCA112,2026-01-17,5,93,47,0,extreme
MCA112,2026-01-18,6,93,79,0,rain
MCA112,2026-01-19,0,93,39,0,clear
MCA112,2026-01-20,1,93,72,0,clear
MCA112,2026-01-21,2,93,75,0,clear
MCA112,2026-01-22,3,93,54,0,rain
MCA112,2026-01-23,4,93,58,0,clear
MCA112,2026-01-24,5,93,54,0,extreme
MCA112,2026-01-25,6,93,75,0,clear
MCA112,2026-01-26,0,93,57,0,rain
MCA112,2026-01-27,1,93,69,0,rain
MCA112,2026-01-28,2,93,57,0,clear
MCA112,2026-01-29,3,93,74,0,clear
MCA112,2026-01-30,4,93,79,0,rain
PhD113,2026-01-01,3,53,43,0,clear
PhD113,2026-01-02,4,53,32,0,clear
PhD113,2026-01-03,5,53,26,0,clear
PhD113,2026-01-04,6,53,36,0,rain
PhD113,2026-01-05,0,53,35,0,extreme
PhD113,2026-01-06,1,53,31,0,clear
PhD113,2026-01-07,2,53,29,0,rain
PhD113,2026-01-08,3,53,42,0,clear
PhD113,2026-01-09,4,53,27,0,extreme
PhD113,2026-01-10,5,53,49,0,rain
PhD113,2026-01-11,6,53,38,0,clear
PhD113,2026-01-12,0,53,34,0,clear
PhD113,2026-01-13,1,53,29,0,clear
PhD113,2026-01-14,2,53,29,0,clear
PhD113,2026-01-15,3,53,33,0,clear
PhD113,2026-01-16,4,53,41,0,rain
PhD113,2026-01-17,5,53,20,0,rain
PhD113,2026-01-18,6,53,29,0,clear
PhD113,2026-01-19,0,53,34,0,extreme
PhD113,2026-01-20,1,53,38,0,clear
PhD113,2026-01-21,2,53,30,0,clear
PhD113,2026-01-22,3,53,42,0,rain
PhD113,2026-01-23,4,53,35,0,clear
PhD113,2026-01-24,5,53,32,0,clear
PhD113,2026-01-25,6,53,49,0,clear
PhD113,2026-01-26,0,53,27,0,clear
PhD113,2026-01-27,1,53,35,0,clear
PhD113,2026-01-28,2,53,39,0,clear
PhD113,2026-01-29,3,53,40,0,rain
PhD113,2026-01-30,4,53,23,0,clear
CSE114,2026-01-01,3,110,58,0,clear
CSE114,2026-01-02,4,110,50,0,extreme
CSE114,2026-01-03,5,110,91,0,rain
CSE114,2026-01-04,6,110,85,0,clear
CSE114,2026-01-05,0,110,69,0,clear
CSE114,2026-01-06,1,110,57,0,extreme
CSE114,2026-01-07,2,110,62,0,rain
CSE114,2026-01-08,3,110,92,0,clear
CSE114,2026-01-09,4,110,86,0,clear
CSE114,2026-01-10,5,110,74,0,clear
CSE114,2026-01-11,6,110,92,0,clear
CSE114,2026-01-12,0,110,50,0,rain
CSE114,2026-01-13,1,110,68,0,clear
CSE114,2026-01-14,2,110,79,0,clear
CSE114,2026-01-15,3,110,68,0,clear
CSE114,2026-01-16,4,110,65,0,clear
CSE114,2026-01-17,5,110,64,0,rain
CSE114,2026-01-18,6,110,87,0,clear
CSE114,2026-01-19,0,110,83,0,rain
CSE114,2026-01-20,1,110,51,0,clear
CSE114,2026-01-21,2,110,44,0,clear
CSE114,2026-01-22,3,110,90,0,clear
CSE114,2026-01-23,4,110,42,0,extreme
CSE114,2026-01-24,5,110,62,0,clear
CSE114,2026-01-25,6,110,78,0,extreme
CSE114,2026-01-26,0,110,66,0,clear
CSE114,2026-01-27,1,110,55,0,extreme
CSE114,2026-01-28,2,110,102,0,clear
CSE114,2026-01-29,3,110,53,0,clear
CSE114,2026-01-30,4,110,55,0,extreme
ECE115,2026-01-01,3,98,66,0,clear
ECE115,2026-01-02,4,98,63,0,rain
ECE115,2026-01-03,5,98,81,0,clear
ECE115,2026-01-04,6,98,87,0,clear
ECE115,2026-01-05,0,98,68,0,clear
ECE115,2026-01-06,1,98,69,0,rain
ECE115,2026-01-07,2,98,71,0,rain
ECE115,2026-01-08,3,98,41,0,rain
ECE115,2026-01-09,4,98,77,0,clear
ECE115,2026-01-10,5,98,44,0,clear
ECE115,2026-01-11,6,98,55,0,rain
ECE115,2026-01-12,0,98,76,0,rain
ECE115,2026-01-13,1,98,70,0,clear
ECE115,2026-01-14,2,98,37,0,extreme
ECE115,2026-01-15,3,98,72,0,clear
ECE115,2026-01-16,4,98,56,0,clear
ECE115,2026-01-17,5,98,54,0,rain
ECE115,2026-01-18,6,98,85,0,clear
ECE115,2026-01-19,0,98,48,0,clear
ECE115,2026-01-20,1,98,73,0,rain
ECE115,2026-01-21,2,98,80,0,rain
ECE115,2026-01-22,3,98,29,0,extreme
ECE115,2026-01-23,4,98,53,0,extreme
ECE115,2026-01-24,5,98,74,0,clear
ECE115,2026-01-25,6,98,83,0,rain
ECE115,2026-01-26,0,98,58,0,clear
ECE115,2026-01-27,1,98,45,0,rain
ECE115,2026-01-28,2,98,84,0,rain
ECE115,2026-01-29,3,98,49,0,clear
ECE115,2026-01-30,4,98,46,0,clear
ME116,2026-01-01,3,87,63,0,clear
ME116,2026-01-02,4,87,71,0,clear
ME116,2026-01-03,5,87,54,0,clear
ME116,2026-01-04,6,87,70,0,clear
ME116,2026-01-05,0,87,53,0,extreme
ME116,2026-01-06,1,87,35,0,extreme
ME116,2026-01-07,2,87,63,0,clear
ME116,2026-01-08,3,87,62,0,clear
ME116,2026-01-09,4,87,66,0,clear
ME116,2026-01-10,5,87,58,0,extreme
ME116,2026-01-11,6,87,69,0,rain
ME116,2026-01-12,0,87,60,0,clear
ME116,2026-01-13,1,87,69,0,clear
ME116,2026-01-14,2,87,69,0,clear
ME116,2026-01-15,3,87,67,0,clear
ME116,2026-01-16,4,87,55,0,clear
ME116,2026-01-17,5,87,41,0,rain
ME116,2026-01-18,6,87,47,0,extreme
ME116,2026-01-19,0,87,27,0,clear
ME116,2026-01-20,1,87,30,0,extreme
ME116,2026-01-21,2,87,65,0,clear
ME116,2026-01-22,3,87,65,0,clear
ME116,2026-01-23,4,87,47,0,clear
ME116,2026-01-24,5,87,42,0,extreme
ME116,2026-01-25,6,87,77,0,clear
ME116,2026-01-26,0,87,80,0,clear
ME116,2026-01-27,1,87,26,0,clear
ME116,2026-01-28,2,87,33,0,extreme
ME116,2026-01-29,3,87,79,0,clear
ME116,2026-01-30,4,87,64,0,clear
CE117,2026-01-01,3,74,35,0,clear
CE117,2026-01-02,4,74,55,0,clear
CE117,2026-01-03,5,74,50,0,clear
CE117,2026-01-04,6,74,57,0,rain
CE117,2026-01-05,0,74,69,0,clear
CE117,2026-01-06,1,74,58,0,clear
CE117,2026-01-07,2,74,37,0,clear
CE117,2026-01-08,3,74,60,0,clear
CE117,2026-01-09,4,74,59,0,clear
CE117,2026-01-10,5,74,46,0,clear
CE117,2026-01-11,6,74,64,0,clear
CE117,2026-01-12,0,74,46,0,clear
CE117,2026-01-13,1,74,59,0,rain
CE117,2026-01-14,2,74,50,0,rain
CE117,2026-01-15,3,74,47,0,rain
CE117,2026-01-16,4,74,71,0,rain
CE117,2026-01-17,5,74,50,0,clear
CE117,2026-01-18,6,74,61,0,clear
CE117,2026-01-19,0,74,54,0,rain
CE117,2026-01-20,1,74,34,0,clear
CE117,2026-01-21,2,74,36,0,clear
CE117,2026-01-22,3,74,57,0,clear
CE117,2026-01-23,4,74,61,0,rain
CE117,2026-01-24,5,74,50,0,clear
CE117,2026-01-25,6,74,55,0,rain
CE117,2026-01-26,0,74,58,0,rain
CE117,2026-01-27,1,74,37,0,extreme
CE117,2026-01-28,2,74,45,0,clear
CE117,2026-01-29,3,74,50,0,clear
CE117,2026-01-30,4,74,32,0,clear
EE118,2026-01-01,3,31,24,0,rain
EE118,2026-01-02,4,31,24,0,rain
EE118,2026-01-03,5,31,25,0,clear
EE118,2026-01-04,6,31,17,0,extreme
EE118,2026-01-05,0,31,20,0,clear
EE118,2026-01-06,1,31,25,0,clear
EE118,2026-01-07,2,31,22,0,clear
EE118,2026-01-08,3,31,28,0,rain
EE118,2026-01-09,4,31,27,0,clear
EE118,2026-01-10,5,31,21,0,clear
EE118,2026-01-11,6,31,18,0,rain
EE118,2026-01-12,0,31,22,0,clear
EE118,2026-01-13,1,31,22,0,clear
EE118,2026-01-14,2,31,21,0,clear
EE118,2026-01-15,3,31,26,0,rain
EE118,2026-01-16,4,31,24,0,clear
EE118,2026-01-17,5,31,18,0,clear
EE118,2026-01-18,6,31,24,0,clear
EE118,2026-01-19,0,31,21,0,clear
EE118,2026-01-20,1,31,20,0,clear
EE118,2026-01-21,2,31,23,0,clear
EE118,2026-01-22,3,31,13,0,extreme
EE118,2026-01-23,4,31,16,0,extreme
EE118,2026-01-24,5,31,16,0,extreme
EE118,2026-01-25,6,31,19,0,extreme
EE118,2026-01-26,0,31,16,0,clear
EE118,2026-01-27,1,31,25,0,clear
EE118,2026-01-28,2,31,16,0,rain
EE118,2026-01-29,3,31,16,0,clear
EE118,2026-01-30,4,31,25,0,rain
MCA119,2026-01-01,3,25,21,0,clear
MCA119,2026-01-02,4,25,15,0,clear
MCA119,2026-01-03,5,25,12,0,extreme
MCA119,2026-01-04,6,25,11,0,extreme
MCA119,2026-01-05,0,25,18,0,clear
MCA119,2026-01-06,1,25,15,0,clear
MCA119,2026-01-07,2,25,20,0,clear
MCA119,2026-01-08,3,25,12,0,extreme
MCA119,2026-01-09,4,25,16,0,rain
MCA119,2026-01-10,5,25,18,0,rain
MCA119,2026-01-11,6,25,17,0,clear
MCA119,2026-01-12,0,25,19,0,clear
MCA119,2026-01-13,1,25,16,0,extreme
MCA119,2026-01-14,2,25,21,0,rain
MCA119,2026-01-15,3,25,18,0,clear
MCA119,2026-01-16,4,25,15,0,rain
MCA119,2026-01-17,5,25,23,0,clear
MCA119,2026-01-18,6,25,12,0,clear
MCA119,2026-01-19,0,25,18,0,clear
MCA119,2026-01-20,1,25,12,0,extreme
MCA119,2026-01-21,2,25,17,0,rain
MCA119,2026-01-22,3,25,15,0,rain
MCA119,2026-01-23,4,25,18,0,clear
MCA119,2026-01-24,5,25,11,0,rain
MCA119,2026-01-25,6,25,19,0,clear
MCA119,2026-01-26,0,25,9,0,clear
MCA119,2026-01-27,1,25,14,0,clear
MCA119,2026-01-28,2,25,10,0,extreme
MCA119,2026-01-29,3,25,21,0,clear
MCA119,2026-01-30,4,25,13,0,clear
